date,ABBV-ADM,ABBV-DTE,ABBV-ED,ABBV-ENPH,ABBV-EPAM,ABBV-FAST,ABBV-GD,ABBV-HCA,ABBV-HII,ABBV-IBM,ABBV-KMI,ABBV-MGM,ABBV-MPC,ABBV-NCLH,ABBV-NOW,ABBV-NXPI,ABBV-WM,ABBV-XYL,ABBV-ZTS,ADM-DTE,ADM-ED,ADM-ENPH,ADM-EPAM,ADM-FAST,ADM-GD,ADM-HCA,ADM-HII,ADM-IBM,ADM-KMI,ADM-MGM,ADM-MPC,ADM-NCLH,ADM-NOW,ADM-NXPI,ADM-WM,ADM-XYL,ADM-ZTS,DTE-ED,DTE-ENPH,DTE-EPAM,DTE-FAST,DTE-GD,DTE-HCA,DTE-HII,DTE-IBM,DTE-KMI,DTE-MGM,DTE-MPC,DTE-NCLH,DTE-NOW,DTE-NXPI,DTE-WM,DTE-XYL,DTE-ZTS,ED-ENPH,ED-EPAM,ED-FAST,ED-GD,ED-HCA,ED-HII,ED-IBM,ED-KMI,ED-MGM,ED-MPC,ED-NCLH,ED-NOW,ED-NXPI,ED-WM,ED-XYL,ED-ZTS,ENPH-EPAM,ENPH-FAST,ENPH-GD,ENPH-HCA,ENPH-HII,ENPH-IBM,ENPH-KMI,ENPH-MGM,ENPH-MPC,ENPH-NCLH,ENPH-NOW,ENPH-NXPI,ENPH-WM,ENPH-XYL,ENPH-ZTS,EPAM-FAST,EPAM-GD,EPAM-HCA,EPAM-HII,EPAM-IBM,EPAM-KMI,EPAM-MGM,EPAM-MPC,EPAM-NCLH,EPAM-NOW,EPAM-NXPI,EPAM-WM,EPAM-XYL,EPAM-ZTS,FAST-GD,FAST-HCA,FAST-HII,FAST-IBM,FAST-KMI,FAST-MGM,FAST-MPC,FAST-NCLH,FAST-NOW,FAST-NXPI,FAST-WM,FAST-XYL,FAST-ZTS,GD-HCA,GD-HII,GD-IBM,GD-KMI,GD-MGM,GD-MPC,GD-NCLH,GD-NOW,GD-NXPI,GD-WM,GD-XYL,GD-ZTS,HCA-HII,HCA-IBM,HCA-KMI,HCA-MGM,HCA-MPC,HCA-NCLH,HCA-NOW,HCA-NXPI,HCA-WM,HCA-XYL,HCA-ZTS,HII-IBM,HII-KMI,HII-MGM,HII-MPC,HII-NCLH,HII-NOW,HII-NXPI,HII-WM,HII-XYL,HII-ZTS,IBM-KMI,IBM-MGM,IBM-MPC,IBM-NCLH,IBM-NOW,IBM-NXPI,IBM-WM,IBM-XYL,IBM-ZTS,KMI-MGM,KMI-MPC,KMI-NCLH,KMI-NOW,KMI-NXPI,KMI-WM,KMI-XYL,KMI-ZTS,MGM-MPC,MGM-NCLH,MGM-NOW,MGM-NXPI,MGM-WM,MGM-XYL,MGM-ZTS,MPC-NCLH,MPC-NOW,MPC-NXPI,MPC-WM,MPC-XYL,MPC-ZTS,NCLH-NOW,NCLH-NXPI,NCLH-WM,NCLH-XYL,NCLH-ZTS,NOW-NXPI,NOW-WM,NOW-XYL,NOW-ZTS,NXPI-WM,NXPI-XYL,NXPI-ZTS,WM-XYL,WM-ZTS,XYL-ZTS
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15,0.33678851715510116,0.10578119116189826,-0.0983707629586452,0.03609228217363251,0.1960860572358238,-0.07465242629037537,0.22260331394986488,0.007136179723997266,0.026730257655797816,0.1385314598482905,-0.061035239929698566,0.11113704014121023,0.16186637659925637,-0.034050673446525556,0.37364264393529883,0.1521649007283727,0.051526916072311475,-0.17536277422253962,0.21834101443938614,0.36464681252623676,0.16949740539926783,0.05534880689434055,0.1228215570790694,0.30424200218086916,0.5058552838738739,0.20957031237353896,0.13886545531615144,0.027830534452575478,0.08233238430632929,0.1782499451746919,0.30475908561502424,0.14586327955371983,0.18804482979107465,0.2692953847270312,0.30516192178425505,0.23237843731970909,-0.09264848091649051,0.6180165665346372,0.09572173577300301,-0.025212875786335347,0.28946173194711766,0.4105218757403846,0.0968614998296529,0.29331603147559837,0.37406459170783957,0.12898077807806366,-0.046630640230227144,0.10175881070088397,0.11189346209343941,0.035862633378603,0.12014341767367494,0.2424157286849124,0.11881206855428203,0.1032351033317774,0.04603009699385753,-0.039938700166712984,0.3097586150605331,0.3650363647846065,0.09195085637126005,0.11807081905154326,0.3129379024231273,0.10918777243307465,-0.011750790113871023,0.1406614843218585,0.0795669314314189,0.12644242881469892,0.04434630546445967,0.2535387495593708,0.09506578518418515,0.2600427466629221,0.8434793548548576,0.3972629079009466,0.2446296154174923,0.40655852895443684,0.1283303059035473,0.011167452881183374,-0.06295462960447244,0.6550265098977138,-0.061009070324573055,0.5484867109432687,0.6417129543506547,0.7390370830745576,0.6367564847139551,0.553750507414893,0.607886003513865,0.4359205980283688,0.29093173742285067,0.4379108878900143,0.00802368099384843,-0.07026653552606328,-0.17452909785986637,0.638147377284024,-0.007435621236512828,0.5092986764467852,0.7110165319079048,0.7895640958580807,0.595656575910914,0.6314819526510047,0.577444907996879,0.3706689303114225,0.6229378139194358,0.3023956503065214,0.007328728808086438,-0.19978071487043997,0.3192331988433157,0.04103752200189822,0.17974910719461024,0.30291872920842267,0.6470385543223596,0.5487850770210025,0.5959306259677112,0.38147036060438383,0.36261326639216085,0.5150340631348529,0.227771860263898,0.2709966023761124,0.3831768515288184,0.4969828886060251,0.17853050695428063,0.4070928735266444,0.2833738967350594,0.5141408988744142,0.3422382031203953,0.25130287232200876,0.3058010063133083,0.21649305936561164,-0.11656241926155238,0.3778159165726301,0.00847579760493784,0.3873139181655306,0.06774308328761708,0.5883368378127358,0.4707330757361279,0.3811059803058108,0.27822365150278805,0.15488096552004554,0.6027965598414887,0.3988786895326683,0.42150222694210304,0.22855064444894999,0.05982686296744562,0.34568635460236674,0.30998953167044035,0.36259810111735963,0.19506446216814863,0.15185771642886156,0.154158220094189,0.27796428518769273,0.35139163119724,-0.28632401426067855,-0.015136172233817262,0.04764783701614919,-0.06365944765190293,-0.03160449810694635,0.18876502782743604,0.6033004004780602,0.16376120241272846,-0.16255427899328515,0.0837280674504423,0.11403940796257117,0.04801830093344502,-0.14363545173403588,0.28274089606111685,0.6264940960682484,0.4423648125802847,0.672000180932792,0.5859021828205225,0.4668359501822021,0.4513110047025519,0.1610896640070329,-0.024547958088431816,0.1377926695843323,0.11080250981354892,0.14097445531742323,0.01738790803018028,0.018490308018019725,0.6018004273250112,0.5520867274269379,0.45314877271129966,0.11983845260220895,0.46503840908914995,0.3686750033877548,0.4051416196135709,0.6146794063972499,0.7219546093611093,0.732164637500228,0.45516699422082313,0.5997134073413617,0.4142696510114975,0.2891408850531293
2022-02-16,0.3529668881918673,0.11356022911289562,-0.1016430336823399,0.02878241785835089,0.17958627907623073,-0.05391099249987518,0.29065782578485777,0.059821776612605036,0.06456009771324472,0.1518769665496635,-0.03491640933655147,0.11114945422355257,0.17875987989818803,-0.025902710150799285,0.3643508742087266,0.1665582754820205,0.08504535337562512,-0.16386156625869885,0.19298882972359546,0.3605320201994799,0.17430321470754165,0.07522917866297228,0.15059482225858478,0.28200984297412335,0.4716342720071402,0.15037112620787982,0.09151847567057096,-0.005734870672685612,0.04148250746320939,0.18341501100805327,0.27324236435289534,0.13658989640692593,0.23294595677829782,0.2575985977332894,0.2654028469853158,0.2141879702397611,-0.02845348277693714,0.6167403677735945,0.10149701575812388,-0.02289267242567346,0.28889283982305186,0.4312306765813158,0.09832760762780215,0.29393712328251714,0.369476493335198,0.1255691300722192,-0.04527067560005999,0.08792879616831267,0.11096786101337444,0.046196025006894806,0.12150604943654382,0.24191730138867013,0.11510546073017967,0.12320204750449247,0.04531922381018616,-0.038557083222251265,0.30826508419210125,0.3943515989393596,0.07826559396079784,0.11547500387291636,0.32135382537472973,0.10959236522182123,-0.012295897100296747,0.14980577888784616,0.07882774564705622,0.12782134359861982,0.04125649717088172,0.2633578533176518,0.09566758441386589,0.27716002010393315,0.8384680146819287,0.4158093695258885,0.31476448273687935,0.41875386405525283,0.1583547385702109,0.03172870996777202,-0.04047061670235597,0.6570783802384337,-0.03585325799404675,0.5583170042170236,0.6372462207196669,0.7476808271903809,0.6986709748296683,0.574085302138255,0.6103022600792932,0.4482684691101129,0.361775090100799,0.422316571112844,0.02500810225814868,-0.04329459820895391,-0.15873964668490212,0.638206397128282,0.033658029580295824,0.5166120393825426,0.7040040665153592,0.7900422465030723,0.6546832675527313,0.6526514879947429,0.577891830701154,0.35890911043775836,0.6071630134239432,0.2937274692081177,-0.02473104143390309,-0.22374144373945956,0.32398649973136967,-0.004755343261519775,0.1767137270009842,0.33821379254894995,0.6497584888180354,0.5411870023031876,0.588484959745419,0.44804371153060646,0.32865979598686423,0.48263895258304057,0.15565603297110228,0.2152773909767668,0.42491158219401876,0.4207492222514502,0.1736400441295926,0.5434768417369552,0.29407038877981634,0.45831850014497294,0.32253951181275387,0.4443079389981373,0.30819241687372745,0.1475496913790058,-0.12799632328115737,0.3709817384723639,-0.08983265716382514,0.37200629582351724,0.11277534298193004,0.5865513101516449,0.43007513046576923,0.3495846871000849,0.33470552131247105,0.10104762268058581,0.5862204249051054,0.4108707263552932,0.35466644405581965,0.22444777250648054,0.1131041957756317,0.3533716894042592,0.2670373889598952,0.34433656272096946,0.2862876410765924,0.10843075007243673,0.1593245917677034,0.24302552377920805,0.34484218554778684,-0.2564174234881787,-0.0331780927789142,-0.0132716223208575,-0.09148926485309249,0.045402425636927646,0.19734643683856623,0.5640968432222212,0.15802554225289633,-0.12338689874313098,0.08184721946073334,0.062140113674605396,0.024365131626419394,-0.08177027439524723,0.29433558376094543,0.6285455895063462,0.4485447183125743,0.6720068494721364,0.6158942829970827,0.47261402143152187,0.4730751036930059,0.14695780359667235,0.030620346036035452,0.11396461346578125,0.02954679548254875,0.10989976263357712,0.13065745269304185,0.030777259159912165,0.6004845817849457,0.5610222843448928,0.450765797845706,0.14580467049425233,0.4858745675429741,0.4542745826389821,0.442620295941026,0.5902125651990088,0.7385566543273218,0.7299288190567805,0.4958860865696602,0.5937283529369893,0.5647182479985139,0.35427674595598685
